Energia_eV,Electrones
6403.84,264608
6403.84,137550
6390.84,249146
6403.84,102742
6403.84,244724
6403.84,120267
6403.84,265088
6403.84,250850
7058.0,162689
6390.84,238600
6390.84,255678
6403.84,124078
6403.84,248937
6390.84,266721
6403.84,241737
6403.84,270890
6403.84,262069
6403.84,228998
6403.84,267837
6390.84,244292
6403.84,246719
6403.84,233931
6403.84,241393
6403.84,270335
6390.84,238888
6390.84,214158
6403.84,135127
6390.84,255550
6403.84,262612
6403.84,269271
6403.84,251515
6403.84,258179
7058.0,281838
6403.84,252825
6403.84,281186
6403.84,248721
6403.84,258101
7058.0,287667
6403.84,244523
6403.84,129231
6403.84,300385
6403.84,277426
6403.84,133751
6403.84,267018
6390.84,241582
6390.84,256167
6403.84,121148
6403.84,244402
6403.84,242832
6403.84,140534
6403.84,278334
6403.84,274761
6403.84,240220
6403.84,136377
6403.84,262216
6403.84,245373
6403.84,254950
6403.84,228521
6403.84,269404
6403.84,271611
6403.84,276168
6390.84,224262
6403.84,253848
6403.84,278540
6403.84,253527
6403.84,135494
6403.84,263930
6390.84,223537
6403.84,253332
6403.84,254330
7058.0,291662
6390.84,249776
6403.84,241531
6390.84,247827
6403.84,254034
6403.84,256289
6403.84,249356
6403.84,253394
6403.84,253762
6403.84,267220
7058.0,284674
6390.84,248747
7058.0,283185
6403.84,243908
6403.84,276805
6403.84,244495
6403.84,262054
6390.84,241750
6403.84,231740
6403.84,288174
6403.84,264873
6403.84,244132
7058.0,272281
6390.84,258598
6390.84,238188
6403.84,255250
6403.84,269425
6390.84,257918
6390.84,250970
6403.84,281461
6390.84,257381
6390.84,254472
6403.84,258284
6390.84,246107
6390.84,262970
6403.84,260300
6390.84,254004
6390.84,254984
6403.84,243503
6403.84,263062
6390.84,266469
6390.84,251982
6390.84,263572
6403.84,261224
6403.84,248946
6390.84,255135
6403.84,251900
6390.84,250386
6390.84,261375
6390.84,264818
7058.0,267456
6403.84,141529
6403.84,270030
6390.84,257588
6403.84,243356
6403.84,141271
6403.84,269268
6390.84,254388
6390.84,274012
6403.84,259230
6403.84,292766
6390.84,259056
6403.84,263339
6390.84,247480
6390.84,244825
6390.84,255068
6403.84,267127
6403.84,270569
6403.84,262825
6390.84,256413
6390.84,259051
6403.84,243147
6403.84,266980
6403.84,242600
6390.84,139022
6403.84,251644
6390.84,259330
6403.84,278484
6403.84,254369
6403.84,242160
6403.84,244037
6390.84,247171
6390.84,258185
6390.84,290874
7058.0,287451
6403.84,139685
6390.84,252302
6403.84,262958
6403.84,259315
6403.84,252701
6390.84,263566
6403.84,253988
6403.84,287249
6390.84,239195
6403.84,280252
6403.84,252118
6403.84,254642
6390.84,264606
6403.84,271637
6403.84,265631
6403.84,139945
6403.84,265862
6403.84,267824
6390.84,239984
6403.84,257658
6403.84,253980
6403.84,257291
6390.84,138940
6403.84,273740
6390.84,267206
6403.84,122045
6390.84,239709
7058.0,269900
6403.84,132080
7058.0,268513
6403.84,239406
6403.84,262744
7058.0,148452
6403.84,227777
6403.84,244206
6403.84,237547
6403.84,247067
6403.84,273393
6403.84,250746
6403.84,260582
6390.84,116098
6390.84,279032
6403.84,249646
6403.84,246128
6403.84,267745
7058.0,271845
6403.84,249872
6403.84,275810
7058.0,156959
6403.84,257788
7058.0,281612
6403.84,237937
6403.84,275251
7058.0,268882
6390.84,107676
6403.84,262903
6403.84,250845
6403.84,242199
6403.84,131732
6403.84,269250
6390.84,120004
6403.84,254484
6390.84,120673
6403.84,252799
6403.84,267339
6390.84,254001
6403.84,273616
6403.84,259678
6403.84,257338
6390.84,267710
6403.84,246723
6390.84,256847
7058.0,285138
6390.84,137366
6390.84,241178
6403.84,241093
6403.84,284225
6390.84,251901
6390.84,251815
6390.84,226696
6403.84,269836
6403.84,270430
6403.84,82897
6403.84,255142
7058.0,283025
6403.84,250431
6403.84,250218
6390.84,237541
6403.84,266072
6403.84,258300
6403.84,262937
6403.84,231435
6403.84,259957
6403.84,118217
6390.84,242606
6403.84,274799
6403.84,278746
6403.84,265224
6403.84,266831
6403.84,250247
6403.84,267388
6390.84,280825
7058.0,296754
6403.84,129598
6390.84,228523
6403.84,238786
6403.84,238389
6403.84,257958
6390.84,237980
6390.84,248351
6403.84,250482
7058.0,51727
6390.84,248042
6403.84,235197
6403.84,254076
6403.84,120406
6403.84,236721
6390.84,257843
6403.84,263731
6403.84,256774
6390.84,266584
6403.84,250993
6403.84,254236
7058.0,156084
6403.84,244229
6390.84,232445
6403.84,264704
7058.0,278918
6403.84,269917
6403.84,262797
6403.84,249813
7058.0,280107
6403.84,258397
6403.84,234585
6390.84,251791
6403.84,251881
6403.84,244497
6390.84,281157
6403.84,281488
6390.84,255421
6390.84,265240
6403.84,264315
6403.84,233905
6390.84,285642
6403.84,253126
6403.84,251690
6390.84,270806
6403.84,261667
6403.84,242405
6403.84,253400
6390.84,248970
6390.84,242347
6403.84,243949
7058.0,261559
6403.84,260140
7058.0,261517
7058.0,271561
6403.84,274568
6403.84,251480
6403.84,231846
6403.84,257616
6403.84,258350
6403.84,247311
6403.84,256960
6403.84,264178
6403.84,269953
6390.84,129454
6403.84,270112
6390.84,270088
6390.84,255383
6403.84,260458
6403.84,226824
6390.84,253682
7058.0,271315
7058.0,229333
6390.84,262729
6390.84,247089
6403.84,253102
6390.84,259451
6403.84,252978
6403.84,258210
6403.84,264214
6390.84,280192
6403.84,253682
6403.84,110296
6403.84,280853
6403.84,237843
6390.84,261031
6403.84,264496
7058.0,277551
6403.84,184558
6403.84,273117
6403.84,255343
6403.84,250566
6390.84,258089
6403.84,270912
6403.84,283236
6390.84,114766
6403.84,222012
6403.84,252709
6390.84,224895
6403.84,229375
6390.84,252636
6390.84,271368
6403.84,239641
6403.84,240628
6390.84,240817
6403.84,249563
6390.84,271653
6390.84,251871
6390.84,274234
7058.0,125408
6403.84,253357
6403.84,254917
6390.84,230283
6403.84,278403
6390.84,271645
6403.84,249030
6403.84,260192
6403.84,247934
6403.84,209215
6390.84,256878
6390.84,135623
6403.84,131155
6403.84,240942
6390.84,272420
7058.0,282411
6403.84,262169
6403.84,260530
6390.84,234669
6403.84,268859
6403.84,239025
6403.84,258201
6390.84,130837
6403.84,235770
6390.84,248567
6403.84,277708
6390.84,267756
6390.84,270651
7058.0,285916
6403.84,256117
6390.84,246170
6403.84,247010
6403.84,235792
6390.84,235712
6403.84,256705
6403.84,236735
7058.0,270567
6390.84,130003
6403.84,243245
6390.84,261107
6403.84,241571
6390.84,247331
6403.84,242760
6403.84,253833
6390.84,279722
6403.84,235196
6390.84,273020
6403.84,268650
6390.84,252230
6390.84,243118
6403.84,252500
6390.84,265096
7058.0,279944
7058.0,277723
6390.84,252822
6390.84,251372
6403.84,239263
6403.84,176503
6403.84,253231
6390.84,265432
6403.84,249627
6403.84,251897
6403.84,282522
6403.84,252616
6403.84,243770
6403.84,222488
6403.84,254466
7058.0,282839
6403.84,251226
6390.84,235577
6403.84,283707
6403.84,129543
6403.84,248120
6403.84,247975
6390.84,253188
6403.84,268600
6403.84,137574
7058.0,261447
6390.84,246500
6403.84,264792
6390.84,252524
6403.84,259007
6390.84,253137
6403.84,270877
6403.84,259906
6403.84,122038
6403.84,252687
6390.84,282080
6403.84,284003
6403.84,266615
6390.84,253022
6390.84,226772
6390.84,257568
6403.84,256850
6403.84,122720
6403.84,246037
6390.84,243915
6403.84,267222
6403.84,262974
7058.0,288303
6403.84,268480
7058.0,299579
6390.84,261937
6403.84,251572
6390.84,263786
6403.84,113951
6403.84,273971
6403.84,255211
6390.84,257385
6390.84,264908
6403.84,262249
7058.0,296197
6390.84,245945
6403.84,279482
6403.84,269397
6390.84,243693
6390.84,270412
7058.0,277929
6403.84,241943
6403.84,257189
6390.84,249307
6403.84,262015
6403.84,246642
7058.0,295847
6403.84,122308
6403.84,259930
6390.84,268842
7058.0,286681
6403.84,101466
6403.84,256998
6403.84,164702
6390.84,249682
7058.0,265909
6403.84,247849
6403.84,255288
6403.84,236996
6403.84,267638
6403.84,235866
6403.84,278403
6390.84,254223
7058.0,304081
6403.84,274502
6403.84,261637
6403.84,272385
6390.84,256532
6390.84,116235
6390.84,137635
6403.84,287558
6390.84,261087
6403.84,239414
6403.84,242482
6403.84,274339
6403.84,240511
6403.84,250742
6390.84,259441
6403.84,258098
7058.0,262819
6390.84,262976
6390.84,289344
6403.84,130796
6403.84,249488
6390.84,254665
6390.84,291701
6403.84,244457
7058.0,266546
6390.84,177018
7058.0,304443
6403.84,241422
6403.84,244612
6403.84,127383
6403.84,270789
6403.84,265411
7058.0,293224
6403.84,241749
6403.84,264433
6403.84,259036
6403.84,239154
6390.84,256208
6403.84,264720
6403.84,225731
7058.0,290527
6390.84,268000
